	news_collected_time	news_title
29003	2015-03-31	The American Register – 2 Ex-Fed Agents Arrested for Stealing Bitcoins
29004	2015-03-31	Was Justin Bieber's Comedy Central roast apology sincere?
29005	2015-03-31	Cal soccer player died running across Los Angeles freeway
29006	2015-03-31	Rebels push offensive in Aden, killing dozens with artillery fire
29007	2015-03-31	Justin Bieber on Comedy Central Celebrity Roast: 'I'm Sorry'
29008	2015-03-31	Eloi Vasquez: UC Berkeley student found dead on freeway after going missing at fraternity party
29009	2015-03-31	Nigerians await final tally in bitter presidential vote
29010	2015-03-31	Tidal's splashy debut comes with more style than substance
29011	2015-03-31	Manhunt Underway After Armed Prisoner Escapes From Custody in Virginia
29012	2015-03-31	Saudi Arabia says military push will last until Yemen stable
29013	2015-03-31	Feds Investigating Silk Road Accused Of Stealing Bitcoin, Abusing Gov't Power, Issuing Fake Subpoenas
29014	2015-03-31	More Details Emerge About Shooting at NSA Gate « CBS DC
29015	2015-03-31	Coroner To Run Toxicology Exam On UC Berkeley Student Killed On 10 Freeway « CBS Los Angeles
29016	2015-03-31	Kampala bombing trial stalls after prosecutor assassinated
29017	2015-03-31	Mike Pence Dodges Criticism By Calling Critics 'Intolerant.' That Dog Won't Hunt.
29018	2015-03-31	Kuwait Amir pledges $500 million for Syrian humanitarian crisis
29019	2015-03-31	Cal soccer player died running across Los Angeles freeway
29020	2015-03-31	With Jay Z at the helm, Tidal targets Spotify, Apple
29021	2015-03-31	Reports: Banned group takes prosecutor hostage in Turkey
29022	2015-03-31	Gov. Pence: 'We will fix this and move forward'
29023	2015-03-31	Saudi `attack` on Yemen endangers whole region: Iran
29024	2015-03-31	French investigators eye cockpit entry, psychological screening rules after Germanwings crash
29025	2015-03-31	Hillary Clinton advisers traveling to New Hampshire, Iowa (+video)
29026	2015-03-31	Turkish special forces enter courthouse as prosecutor held at gunpoint
29027	2015-03-31	US leads pledges with $507 million at Syria donor conference
29028	2015-03-31	These Are The Accused Crooked Silk Road Cops And Their Terrible 'Front' Companies
29029	2015-03-31	Alps plane crash: Lufthansa puts $300m aside for costs
29030	2015-03-31	Reports say Turkish prosecutor taken hostage in a courthouse
29031	2015-03-31	Microsoft's Surface 3 is a $499 tablet that could be a full Windows laptop
29032	2015-03-31	US, Kuwait pledge over $1 billion towards Syria crisis
29033	2015-03-31	Rolling Stones headed to Twin Cities for June 3 concert at TCF Bank Stadium
29034	2015-03-31	Virginia prisoner escapes hospital with gun; lockdown lifted
29035	2015-03-31	Nigerians await final tally in bitter presidential vote
29036	2015-03-31	Defense Secretary Laughs Off Biden Getting Cozy With Wife
29037	2015-03-31	Charter Communications to buy Bright House in $10.4 bln deal
29038	2015-03-31	Hillary Clinton down in matchups with potential 2016 contenders
29039	2015-03-31	Mother Charged With Murder in Death of 1-Year-Old in Midtown Restroom
29040	2015-03-31	Indiana law a 2016 litmus test -- here's what they said
29041	2015-03-31	Optimism for Iran Talks Solution as Deadline Looms
29042	2015-03-31	Police seek armed escaped prisoner at Va. hospital
29043	2015-03-31	French eye cockpit entry, psychological screening rules
29044	2015-03-31	Federal Agents Charged With Cyber Theft
29045	2015-03-31	WATCH LIVE: Robert Kraft Takes Stand in Hernandez Trial
29046	2015-03-31	Charter and Bright House form the latest big cable company merger
29047	2015-03-31	Photo gallery: Rolling Stones through the years
29048	2015-03-31	Lufthansa insurers set aside $300 million over Alps crash
29049	2015-03-31	Reports: Group takes Turkish prosecutor hostage
29050	2015-03-31	WESLEY PRUDEN: Democrats are ready for Hillary Clinton, but is Hillary ready?
29051	2015-03-31	Butland signs on with Sittenfeld campaign
29052	2015-03-31	Seattle home prices rising more slowly than 20-city average
29053	2015-03-31	Criminal Charges Against Agents Reveal Staggering Corruption in the Silk Road Investigation
29054	2015-03-31	Aaron Hernandez Trial: Where the Case Stands
29055	2015-03-31	Virginia Hospital Shooting: Armed Prisoner in Manhunt Believed to Have ...
29056	2015-03-31	Aaron Hernandez Trial: Patriots Owner Robert Kraft Recalls His Last ...
29057	2015-03-31	Obama Offers Major Blueprint on Climate Change
29058	2015-03-31	Home Price Growth Steadies And Slows In January, S&P/Case-Shiller Says
29059	2015-03-31	Nigerian Stocks Gain Eighth Day as Buhari Leads Election Race
29060	2015-03-31	Search for escaped prisoner continues, two possible carjackings involved
29061	2015-03-31	Opposition claims victory in Nigeria election
29062	2015-03-31	Patriots owner Kraft testifies at Aaron Hernandez trial. What did he say?
29063	2015-03-31	Could Another Democrat Beat Hillary Clinton? Strategists Offer a Blueprint
29064	2015-03-31	Obama Administration Submits Details on Cutting Greenhouse Gases
29065	2015-03-31	Reid's Shameless Response When Confronted About Lie That May Have Cost ...
29066	2015-03-31	Metro Atlanta home prices march higher
29067	2015-03-31	Pence: 'We'll fix this and we'll move forward' this week
29068	2015-03-31	"Nigeria opposition declares victory, says ""witnessing history"""
29069	2015-03-31	Robert Kraft Testifies in Hernandez Case: 'He Said He Was Innocent'
29070	2015-03-31	Banned Leftist Group in Turkey Takes Prosecutor Hostage
29071	2015-03-31	Home Price Growth Remains Weak in Early 2015, Says S&P/Case-Shiller
29072	2015-03-31	Former Firefighter Takes Several People Hostage Inside Elkins Park Firehouse
29073	2015-03-31	Patriots' owner: Aaron Hernandez told me he was innocent
29074	2015-03-31	Forensic expert: No bombmaking searches on Tsarnaev laptop
29075	2015-03-31	Turkish special forces enter courthouse as prosecutor held at gunpoint
29076	2015-03-31	Obama Submits A China-backed Global Warming Plan To The UN
29077	2015-03-31	Iraqi Security Forces Recapture Tikrit From Islamic State
29078	2015-03-31	Indiana Governor, Mike Pence, Asks for Changes in Religious Freedom Law
29079	2015-03-31	Democrat O'Malley heads back to New Hampshire
29080	2015-03-31	Patriots owner: Aaron Hernandez told me he was innocent
29081	2015-03-31	Germanwings crash: French eye cockpit entry, psychological screening rules
29082	2015-03-31	Opposition candidate Muhammadu Buhari wins Nigerian election
29083	2015-03-31	Turkish Extremists Abduct Prosecutor From Istanbul Courthouse
29084	2015-03-31	Mike Pence Promises To Fix Indiana Law So It Bars Discrimination
29085	2015-03-31	Lufthansa's insurers are setting aside $300 million for costs related to Germanwings crash
29086	2015-03-31	Iraq's Abadi Says Security Forces Reached Center of Tikrit City
29087	2015-03-31	Lufthansa Now Says It Knew of Co-Pilot Andreas Lubitz's History of Depression
29088	2015-03-31	In Nigeria's Election, Muhammadu Buhari Defeats Goodluck Jonathan
29089	2015-03-31	New England Patriots owner Robert Kraft testifies Aaron Hernandez 'said he was innocent' of murder
29090	2015-03-31	Obama's New Climate Change Plan in Two Charts
29091	2015-03-31	How Trevor Noah can save his tenure at 'The Daily Show' before it starts
29092	2015-03-31	Armed gunman invade Istanbul court house and take prosecutor hostage
29093	2015-03-31	Lufthansa knew of Germanwings co-pilot's previous depression
29094	2015-03-31	Buhari campaign: Nigerian President Goodluck Jonathan concedes defeat
29095	2015-03-31	Aaron Hernandez trial analysis: How will jurors interpret Robert Kraft's testimony?
29096	2015-03-31	Bomb, gun searches found on Boston Marathon bombers' laptops
29097	2015-03-31	UPDATE 1-Lufthansa crash pilot had told flight school of depression
29098	2015-03-31	Public favors talks with Iran but wants Congress involved, polls find
29099	2015-03-31	Police: Prisoner who stole gun, fled hospital found in D.C.
29100	2015-03-31	Turkish forces storm courthouse, rescue prosecutor held by leftist group
29101	2015-03-31	Trevor Noah Twitter controversy: Are his jokes daring or abusive?
29102	2015-03-31	Report: Video shows final seconds before Germanwings crash
29103	2015-03-31	Lupica: Indiana's bill is a disguise for bigotry
29104	2015-03-31	US would leave Iran talks before deadline if unable to reach deal- White House
29105	2015-03-31	Nigeria's President Goodluck loses re-election
29106	2015-03-31	Istanbul prosecutor investigating Berkin Elvan death injured after being taken hostage
29107	2015-03-31	Boston bombing defense rests after detailing brother's research
29108	2015-03-31	Escaped Prisoner Captured in DC
29109	2015-03-31	Comedy Central Stands Behind Trevor Noah, New 'Daily Show' Host, Amid ...
29110	2015-03-31	Indiana Religious Freedom Bill: A Fictional Story
29111	2015-03-31	Nigeria opposition candidate wins presidency in historic race
29112	2015-03-31	Obama Lifts Arms Freeze Against Egypt
29113	2015-03-31	France Pledges to Identify All Air Crash Victims Within Days
29114	2015-03-31	Indiana law: Bashing gay people isn't good politics
29115	2015-03-31	First Draft | Clinton Team Nabs McAuliffe Adviser to Focus on Iowa
29116	2015-03-31	Prosecutor in Istanbul hospital after being held hostage; 2 gunmen killed
29117	2015-03-31	Abe Foxman: Let's Not Prejudge Trevor Noah
29118	2015-03-31	Lufthansa Finds Co-Pilot's 2009 Email on His Depression
29119	2015-03-31	Mike Pence's Religious Freedom Law Condemned As Discrimantory By Evan Bayh
29120	2015-03-31	Obama allows arms to Egypt after freeze
29121	2015-03-31	Nigerian opposition leader Buhari wins the presidency: why this is a big deal
29122	2015-03-31	Turkish prosecutor dies after security forces storm courthouse
29123	2015-03-31	After Just Six Hours, Defense Rests in Boston Bombing Trial
29124	2015-03-31	New U.S. Climate Target is Achievable and Sends an Important Signal to the World
29125	2015-03-31	Defying Criticism, Arkansas Legislature Passes Bill on Religious Freedom
29126	2015-03-31	President Obama commutes prison sentences of 22 drug offenders
29127	2015-03-31	Oil deepens loss on Iran talks; Brent ends March down 12 percent
29128	2015-03-31	Turkey hostage freed, two gunmen killed by police
29129	2015-03-31	Buhari wins in Nigeria, defeating Goodluck Jonathan
29130	2015-03-31	Comedy Central Defends 'Daily Show' Host Trevor Noah Over Tweets
29131	2015-03-31	FBI Identify Deceased Suspect In NSA Shooting « CBS Baltimore
29132	2015-03-31	Germanwings: Investigators look for 'systematic weakness' in aviation rules
29133	2015-03-31	2016 GOP candidates support Indiana's discrimination law
29134	2015-03-31	Obama commutes 22 prison sentences
29135	2015-03-31	How Nigerians forgave Buhari's high-handed military manner
29136	2015-03-31	Prosecutor, 2 Kidnappers Dead in Turkish Hostage Drama
29137	2015-03-31	Defense rests in Boston Marathon Bombing trial. How successful have they been?
29138	2015-03-31	The Trans Ex-Convict Who Crashed The NSA
29139	2015-03-31	US climate treaty pledge relies on uncertain Obama actions
29140	2015-03-31	New 'Daily Show' Host Trevor Noah Under Fire For Tweets About Jews, Women
29141	2015-03-31	Video of Germanwings flight's final seconds?
29142	2015-03-31	Arkansas poised to adopt religious freedom law
29143	2015-03-31	US Resumes Weapons Flow to Egypt
29144	2015-03-31	Oil Steady After Quarterly Losing Streak as Iran Talks Extended
29145	2015-03-31	Defense rests in Boston Marathon Bombing trial. How successful have they been? (+video)
29146	2015-03-31	Muhammadu Buhari, Nigeria's presidential challenger
29147	2015-03-31	Saudi Arabia prepares for possible ground offensive in Yemen, Iran calls for ‘dialogue’ — RT News
29148	2015-03-31	UPDATE 3-Trevor Noah, Comedy Central defend past jokes after backlash
29149	2015-03-31	Despite uproar in Indiana, Arkansas presses on
29150	2015-03-31	Lufthansa knew of co-pilot's previous 'severe depression' in 2009
29151	2015-03-31	President Obama commutes sentences of 22 drug offenders
29152	2015-03-31	Negotiators power past midnight deadline in Iran talks
29153	2015-03-31	Turkish hostage situation: Prosecutor Mehmet Selim Kiraz and 'DHKP-C militants' who held him hostage die
29154	2015-03-31	Nigeria's Jonathan urges peace after election defeat
29155	2015-03-31	Trevor Noah Responds to Backlash Over Past Tweets
29156	2015-03-31	Arkansas lawmakers OK 'religious freedom' bill
29157	2015-03-31	French police deny reports of Germanwings crash video
29158	2015-03-31	Defense Rests in First Phase of Marathon Bombing Trial After Just Four Witnesses
29159	2015-03-31	Prosecutor shot during Istanbul siege dies in hospital
29160	2015-03-31	Nigeria's President Goodluck Jonathan concedes defeat, says ambition not ...
29161	2015-03-31	New Daily Show host Trevor Noah in online uproar for old tweets in bad taste
29162	2015-03-31	Despite uproar in Indiana, Arkansas presses on
29163	2015-03-31	Deal Prospects Stir Hopes of Iranian Consumers, Importers
29164	2015-03-31	Obama ends freeze on US military aid to Egypt
29165	2015-03-31	Turkish prosecutor taken hostage dies after police shootout kills two leftist militants
29166	2015-03-31	Peaceful Transition Would Be Relative Rarity in Africa
29167	2015-03-31	Report: Egypt, Nigeria Led World in Death Sentences in 2014
29168	2015-03-31	Rauner Schedules Special Election to Replace Schock
29169	2015-03-31	Man in Fatal Encounter With NSA Is Identified
29170	2015-03-31	Arkansas Legislature Copies Indiana, Passes Controversial Religious Freedom Bill
29171	2015-03-31	Andreas Lubitz: Everything we know on Wednesday about Germanwings plane crash co-pilot
29172	2015-03-31	Prosecutor dies of wounds after Istanbul hostage shootout
29173	2015-03-31	FULL TEXT: Statement By President Goodluck Jonathan After Announcement Of Presidential Election Results
29174	2015-03-31	Body Found at California Home of Getty Heir Andrew Getty
29175	2015-03-31	Watchdog groups: Jeb Bush, others violating campaign finance laws
29176	2015-03-31	Indiana law draws Republican White House hopefuls into the culture wars
